##########################################################################################################################################################################################################################
Database Name: EPFL_LISP_BXD_Liver_Polar_Metabolites_CD_Jun14_Log2_**
GeneNetwork Accession Number: GN714
For more information regarding this data set please visit: http://www.genenetwork.org/webqtl/main.py?FormID=sharinginfo&GN_AccessionId=714

Z-Score.
In general, the array data that we enter in GeneNetwork have been log transformed and then z-score normalized, but instead of leaving the mean at 0 and the standard deviation of 1 unit,
the data is rescaled to a mean of 8 units with a standard deviation of 2 units (what we call 2Z + 8 normalized data).

Usage Conditions and Limitations:
Data sets that have been incorporated in the GeneNetwork belong to individuals, groups, and companies listed in the Status and Contacts page. 
Many data sets are still being generated and analyzed, and the data contributors have often agreed to remove protection and let other investigators view, share, and analyze data. 
We request that those of you analyzing these data and preparing publications do your best of acknowledge the original data sources. 
Please contact Robert W. Williams at rwilliams@uthsc.edu or by telephone at (901) 448-7050 if you have questions regarding the status of data and what group to acknowledge. 
If your work relies heavily on the GeneNetwork please consider acknowledging the grants that provide substantial support for this project (see bottom of all web pages). 
Please review the annotated References for relevant citations. For further details on use and citation of data in papers please read the section below on Academic, educational, and not-for-profit institutional use.

The Standard Disclaimers of Warranties.
The University of Tennessee (UT), its trustees, directors, officers, employees, and affiliates make no representation and extend no warranties of any kind,
either express or implied, including warranties of correctness, accuracy, fitness for a particular purpose, merchantability, validity of patent rights claims (issued or pending),
the absence of latent or other defects, whether or not discoverable. In no event shall UT or its trustees, directors, officers, employees, or affiliates be liable for incidental or consequential damages of any kind,
including economic damage or injury to property and lost profits, regardless of whether UT, its trustees, directors, officers, employees, and affiliates shall be advised, shall have other reason to know,
or in fact shall know of the possibility of the foregoing.

Disclaimer.
The data providers make no guarantees or warranties as to the accuracy or completeness of or results to be obtained from accessing and using information from The GeneNetwork.
We will not be liable to any user or anyone else for any inaccuracy, error or omission, regardless of cause, in the data contained in The GeneNetwork databases or any resulting damages.
In addition, the data providers do not warrant that the databases will meet your requirements, be uninterrupted, or error-free.
Data providers expressly exclude and disclaim all expressed and implied warranties of merchantability and fitness for a particular purpose.
Data providers shall not be responsible for any damage or loss of any kind arising out of or related to your use of the databases,including without limitation data loss or corruption, regardless of whether such liability is based in tort, contract, or otherwise.

##########################################################################################################################################################################################################################

ProbeSet	Gene Symbol	Chr	Mb	Gene Id	Strand Gene	Blat Mb Start	Blat Mb End	Description	Aliases	Blat Sequence	UniGeneId	OMIM	HomoloGeneID	C57BL/6J	DBA/2J	BXD68	BXD43	BXD44	BXD45	BXD48	BXD49	BXD50	BXD51	BXD55	BXD56	BXD60	BXD61	BXD62	BXD63	BXD64	BXD65	BXD66	BXD69	BXD70	BXD71	BXD73	BXD75	BXD79	BXD73a	BXD81	BXD83	BXD84	BXD85	BXD87	BXD89	BXD90	BXD65b	BXD48a	BXD98	BXD95	BXD99	BXD100	BXD101	BXD103	
67.01885406_MZ	3-Butyn-1-al	Un	1.0	None	None	None	None	3-Butyn-1-al is an intermediate in Butanoate metabolism (KEGG ID C06145). It is the third to last step in the synthesis and degradation of ketone bodies and is converted from 3-Butyn-1-ol via the enzyme alcohol dehydrogenase (acceptor) [EC:1.1.99.8]. It is then converted to 3-Butynoate via the enzyme aldehyde dehydrogenase (NAD+) [EC:1.2.1.3].	C4H4O		None	None	None	12.443	12.446	12.42	11.991	12.623	12.501	12.643	12.687	12.76	12.458	12.538	12.56	12.63	12.399	12.614	12.313	12.482	12.579	12.607	12.564	12.532	12.55	12.494	12.534	12.627	12.417	12.531	12.512	12.323	12.46	12.504	12.217	12.129	12.273	12.514	12.472	12.248	12.565	12.344	12.398	12.514	
67.02953357_MZ	Imidazole	Un	1.0	None	None	None	None	Imidazole is a heterocyclic aromatic organic compound. It is further classified as an alkaloid. Imidazole refers to the parent compound C3H4N2, while imidazoles are a class of heterocycles with similar ring structure but varying substituents. This ring system is present in important biological building blocks such as histidine and histamine. Imidazole can act as a base and as a weak acid. Imidazole exists in two tautomeric forms with the hydrogen atom moving between the two nitrogens. Many drugs contain an imidazole ring, such as antifungal drugs and nitroimidazole. Imidazole is a 5 membered planar ring which is soluble in water and polar solvents. Imidazole is a base and an excellent nucleophile. It reacts at the NH nitrogen, attacking alkylating and acylating compounds. It is not particularly susceptible to electrophilic attacks at the carbon atoms, and most of these reactions are substitutions that keep the aromaticity intact. One can see from the resonance structure that the carbon-2 is the carbon most likely to have a nucleophile attack it, but in general nucleophilic substitutions are difficult with imidazole. Imidazole is incorporated into many important biological molecules. The most obvious is the amino acid histidine, which has an imidazole side chain. histidine is present in many proteins and enzymes and plays a vital part in the structure and binding functions of hemoglobin.	C3H4N2		None	None	None	11.885	11.978	11.851	11.763	11.762	11.93	11.744	12.187	12.117	11.715	12.025	12.047	12.115	11.709	11.881	12.202	11.928	12.509	12.074	11.747	11.915	12.091	11.845	12.043	11.887	11.721	12.085	11.641	11.737	12.042	11.876	11.85	11.601	11.779	12.1	11.915	11.728	12.048	11.902	11.775	11.795	
70.02977243_MZ	Acrylamide	Un	1.0	None	None	None	None	Acrylamide (ACR) is a chemical used in many industries around the world and more recently was found to form naturally in foods cooked at high temperatures. Acrylamide is a neurotoxicant, reproductive toxicant, and carcinogen in animal species. Only the neurotoxic effects have been observed in humans and only at high levels of exposure in occupational settings. The mechanism underlying neurotoxic effects of ACR may be basic to the other toxic effects seen in animals. This mechanism involves interference with the kinesin-related motor proteins in nerve cells or with fusion proteins in the formation of vesicles at the nerve terminus and eventual cell death. Neurotoxicity and resulting behavioral changes can affect reproductive performance of ACR-exposed laboratory animals with resulting decreased reproductive performance. Further, the kinesin motor proteins are important in sperm motility, which could alter reproduction parameters. Effects on kinesin proteins could also explain some of the genotoxic effects on ACR. These proteins form the spindle fibers in the nucleus that function in the separation of chromosomes during cell division. This could explain the clastogenic effects of the chemical noted in a number of tests for genotoxicity and assays for germ cell damage. Other mechanisms underlying ACR-induced carcinogenesis or nerve toxicity are likely related to an affinity for sulfhydryl groups on proteins. Binding of the sulfhydryl groups could inactive proteins/enzymes involved in DNA repair and other critical cell functions. Direct interaction with DNA may or may not be a major mechanism for cancer induction in animals. The DNA adducts that form do not correlate with tumor sites and ACR is mostly negative in gene mutation assays except at high doses that may not be achievable in the diet. All epidemiologic studies fail to show any increased risk of cancer from either high-level occupational exposure or the low levels found in the diet. In fact, two of the epidemiologic studies show a decrease in cancer of the large bowel. A number of risk assessment studies were performed to estimate increased cancer risk. The results of these studies are highly variable depending on the model. There is universal consensus among international food safety groups in all countries that examined the issue of ACR in the diet that not enough information is available at this time to make informed decisions on which to base any regulatory action. Too little is known about levels of this chemical in different foods and the potential risk from dietary exposure. Avoidance of foods containing ACR would result in worse health issues from an unbalanced diet or pathogens from under cooked foods. There is some consensus that low levels of ACR in the diet are not a concern for neurotoxicity or reproductive toxicity in humans, although further research is need to study the long-term, low-level cumulative effects on the nervous system. Any relationship to cancer risk from dietary exposure is hypothetical at this point and awaits more definitive studies. (PMID: 17492525).	C3H5NO		None	None	None	12.342	12.289	11.955	11.855	12.128	12.41	12.167	12.124	11.743	11.808	11.887	11.661	11.831	12.105	11.885	12.162	12.1	12.175	12.152	13.748	12.192	12.016	12.128	12.029	11.984	12.119	12.143	11.772	11.959	11.984	12.102	12.112	11.84	13.676	12.147	11.66	13.596	11.917	12.299	11.937	11.743	
71.01382126_MZ	Pyruvaldehyde	Un	1.0	None	None	None	None	Pyruvaldehyde is an organic compound used often as a reagent in organic synthesis, as a flavoring agent, and in tanning. It has been demonstrated as an intermediate in the metabolism of acetone and its derivatives in isolated cell preparations, in various culture media, and in vivo in certain animals.	C3H4O2, Malondialdehyde		None	None	None	16.796	16.864	16.934	16.0	17.212	16.711	16.954	17.42	16.932	16.578	16.907	16.969	17.072	16.297	17.076	16.799	16.859	16.646	16.866	16.931	16.946	17.311	16.825	17.05	17.099	17.121	16.993	17.086	16.809	17.061	16.43	16.87	16.966	16.793	16.873	16.851	16.379	16.931	16.913	16.835	17.223	
71.04981752_MZ	Butanal	Un	1.0	None	None	None	None	Butanal is an organic compound that is the aldehyde analog of butane. It is a colorless flammable liquid with an acrid smell. It is miscible with most organic solvents.(wikipedia). IN man, butanal is a biomarker for oxidative damage to lipids, proteins and DNA. (PubMed ID 15763951 ).	C4H8O, Butanone, tetrahydrofuran		None	None	None	11.632	11.478	11.199	11.852	12.06	11.653	11.457	11.661	11.768	11.778	11.501	11.734	10.537	12.11	11.694	11.277	11.823	11.205	11.218	10.986	11.658	11.645	11.383	11.852	11.639	11.425	11.901	11.676	11.209	11.64	11.668	11.197	11.091	10.891	11.14	11.531	11.735	11.42	11.154	11.365	11.436	
72.04493457_MZ	Aminoacetone	Un	1.0	None	None	None	None	Threonine dehydrogenase catalyzes the oxidation of threonine by NAD+ to glycine and acetyl-CoA, but when the ratio acetyl-CoA/CoA increases in nutritional deprivation (e.g., in diabetes) the enzyme produces aminoacetone (Chem. Res. Toxicol., 14 (9), 1323 -1329, 2001). Aminoacetone is thought to be a substrate for SSAO (semicarbazide-sensitive amine oxidase), leading to the production of the toxic product methylglyoxal (Journal of Chromatography B. Volume 824, Issues 1-2 , 25 September 2005, Pages 116-122 ).	C3H7NO, 3-Aminopropionaldehyde		None	None	None	11.846	11.521	11.699	11.668	11.929	12.067	11.812	11.583	11.973	11.558	11.57	11.666	11.783	11.417	11.804	11.752	11.677	12.098	11.673	11.663	12.084	12.092	11.948	11.404	11.541	11.702	11.682	11.93	11.585	12.157	11.975	11.992	11.688	11.671	11.914	11.99	11.872	11.681	12.391	11.899	11.776	
72.99314123_MZ	Glyoxylic acid	Un	1.0	None	None	None	None	Glyoxylic acid or oxoacetic acid is an organic compound that is both an aldehyde and a carboxylic acid. Glyoxylic acid is a liquid with a melting Point of -93 degree centigrade and a boiling Point of 111 degree centigrade. It is an intermediate of the glyoxylate cycle, which enables certain organisms to convert fatty acids into carbohydrates. The conjugate base of gloxylic acid is known as glyoxylate. This compound is an intermediate of the glyoxylate cycle, which enables organisms, such as bacteria, fungi and plants to convert fatty acids into carbohydrates. Glyoxylate is the byproduct of the amidation process in biosynthesis of several amidated peptides. The glyoxylate cycle is a metabolic pathway occurring in plants, and several microorganisms, such as E. coli and yeast. Recent research shows that it is present in vertebrates (including humans) and insects. The glyoxylate cycle allows these organisms to use fats for the synthesis of carbohydrates. [PMID: 16396466].	C2H2O3		None	None	None	13.935	13.929	13.895	13.405	14.217	13.546	13.93	14.447	13.891	13.696	13.95	14.079	13.816	13.598	14.02	13.571	13.913	13.361	13.703	13.714	13.954	14.307	13.777	13.961	13.952	13.985	14.169	14.022	13.797	13.923	13.492	14.019	13.905	13.613	13.816	13.848	13.597	14.085	13.667	13.931	14.252	
73.02946956_MZ	Propionic acid	Un	1.0	None	None	None	None	Propionic acid (PA) is widely used as an antifungal agent in food. It is present naturally at low levels in dairy products and occurs ubiquitously, together with other short-chain fatty acids (SCFA), in the gastro-intestinal tract of humans and other mammals as an end-product of the microbial digestion of carbohydrates. It has significant physiological activity in animals. PA is irritant but produces no acute systemic effects and has no demonstrable genotoxic potential. (PMID 1628870) Propionic aciduria is one of the most frequent organic acidurias, a disease that comprise many various disorders. The outcome of patients born with Propionic aciduria is poor intellectual development patterns, with 60% having an IQ less than 75 and requiring special education. Successful liver and/or renal transplantations, in a few patients, have resulted in better quality of life but have not necessarily prevented neurological and various visceral complications. These results emphasize the need for permanent metabolic follow-up whatever the therapeutic strategy. (PMID 15868474) Decreased early mortality, less severe symptoms at diagnosis, and more favorable short-term neurodevelopmental outcome were recorded in patients identified through expanded newborn screening. (PMID 16763906).	C3H6O2, Lactaldehyde, Hydroxyacetone, D-Lactaldehyde, 3-Hydroxypropanal		None	None	None	15.743	16.04	15.752	15.034	15.997	15.8	15.889	16.003	16.018	15.95	15.894	16.033	15.928	15.522	15.995	15.985	15.597	16.131	15.995	15.652	15.893	16.07	15.849	16.048	15.807	16.175	15.939	16.077	16.196	15.984	15.753	15.66	15.773	15.668	16.08	15.952	15.306	15.908	16.0	15.96	15.928	
73.06727298_MZ	1-Butanol	Un	1.0	None	None	None	None	1-Butanol, which is also known as n-butanol or 1-butanol or butyl alcohol (sometimes also called biobutanol when produced biologically), is an alcohol with a 4 carbon structure and the molecular formula of C4H10O. It is primarily used as a solvent, as an intermediate in chemical synthesis, and as a fuel. There are four isomeric structures for butanol. The straight chain isomer with the alcohol at an internal carbon is sec-butanol or 2-butanol. The branched isomer with the alcohol at a terminal carbon is isobutanol, and the branched isomer with the alcohol at the internal carbon is tert-butanol. 1-Butanol is produced in small amounts by gut microbial fermenetation through the butanoate metabolic pathway.	C4H10O, Isobutanol, 2-Butanol		None	None	None	11.068	10.904	10.962	11.004	10.605	10.605	10.722	10.486	10.726	11.072	10.623	10.645	10.944	10.766	10.877	10.75	10.871	11.247	10.937	10.844	10.756	10.91	10.908	10.808	10.917	10.832	10.895	10.492	10.624	11.053	10.95	10.794	10.819	10.775	11.13	10.876	11.064	10.871	10.49	11.22	10.795	
74.02469911_MZ	Glycine	Un	1.0	None	None	None	None	Glycine is a simple, nonessential amino acid, although experimental animals show reduced growth on low-glycine diets. The average adult ingests 3 to 5 grams of glycine daily. Glycine is involved in the body's production of DNA, phospholipids and collagen, and in release of energy. Glycine levels are effectively measured in plasma in both normal patients and those with inborn errors of glycine metabolism. (http://www.dcnutrition.com/AminoAcids/) Nonketotic hyperglycinaemia (OMIM 606899) is an autosomal recessive condition caused by deficient enzyme activity of the glycine cleavage enzyme system (EC 2.1.1.10). The glycine cleavage enzyme system comprises four proteins: P-, T-, H- and L-proteins (EC 1.4.4.2, EC 2.1.2.10 and EC 1.8.1.4 for P-, T- and L-proteins). Mutations have been described in the GLDC (OMIM 238300), AMT (OMIM 238310), and GCSH (OMIM 238330) genes encoding the P-, T-, and H-proteins respectively. The glycine cleavage system catalyses the oxidative conversion of glycine into carbon dioxide and ammonia, with the remaining one-carbon unit transferred to folate as methylenetetrahydrofolate. It is the main catabolic pathway for glycine and it also contributes to one-carbon metabolism. Patients with a deficiency of this enzyme system have increased glycine in plasma, urine and cerebrospinal fluid (CSF) with an increased CSF: plasma glycine ratio. (PMID 16151895).	C2H5NO2		None	None	None	16.023	15.839	15.674	15.944	15.63	16.066	16.234	15.685	15.021	15.716	15.74	15.394	16.618	15.477	15.527	16.479	15.651	16.689	15.97	16.546	15.773	15.232	16.012	15.939	16.279	15.715	15.216	15.893	15.073	15.311	15.508	16.341	16.223	16.337	16.044	15.26	15.645	15.064	15.621	15.045	15.38	
75.00881472_MZ	Glycolic acid	Un	1.0	None	None	None	None	Glycolic acid (or hydroxyacetic acid) is the smallest alpha-hydroxy acid (AHA). In its pure form, glycolic acid is a colorless crystalline solid. Due to its excellent capability to penetrate skin, glycolic acid finds applications in skin care products, most often as a chemical peel. Glycolic acid is also used for tattoo removal.	C2H4O3		None	None	None	14.036	14.001	13.708	13.443	13.594	13.68	13.528	13.677	14.348	13.649	13.798	14.242	13.102	13.989	13.692	13.375	13.564	13.554	13.398	13.3	13.794	14.015	13.483	13.814	13.353	13.54	13.825	13.608	13.833	13.589	13.888	13.29	13.284	12.936	13.44	13.75	13.261	14.108	13.627	14.084	14.056	
75.04456014_MZ	(S)-Propane-1,2-diol	Un	1.0	None	None	None	None	(S)-Propane-1,2-diol is a clear, colorless, viscous organic solvent and diluent used in pharmaceutical preparations.	C3H8O2		None	None	None	10.93	11.241	10.739	10.61	10.898	11.145	10.887	10.977	11.056	11.038	11.008	10.785	11.569	11.205	10.764	11.281	11.15	11.655	10.923	11.142	11.022	10.842	11.146	10.845	10.751	10.85	11.085	11.11	10.659	11.204	10.945	11.082	11.171	10.83	11.027	11.232	11.035	11.078	10.878	11.057	11.213	
77.00754023_MZ	Dimethyl sulfoxide	Un	1.0	None	None	None	None	Dimethyl sulfoxide (DMSO) is a key dipolar aprotic solvent. It is less toxic than other members of this class: dimethylformamide, dimethylacetamide, N-methyl-2-pyrrolidone, HMPA. Dimethyl sulfoxide is the chemical compound (CH3)2SO. This colorless liquid is an important dipolar aprotic solvent. It is readily miscible in a wide range of organic solvents as well as water. It has a distinctive property of penetrating the skin very readily, allowing the handler to taste it. Some describe it as an oyster-like taste, others claim it tastes like garlic. DMSO is also employed as a rinsing agent in the electronics industry and, in its deuterated form (DMSO-d6), is a useful solvent in NMR due to its ability to dissolve a wide range of chemical compounds and its minimal interference with the sample signals. In cryobiology DMSO has been used as a cryoprotectant and is still an important constituent of cryoprotectant vitrification mixtures used to preserve organs, tissues, and cell suspensions. It is particularly important in the freezing and long-term storage of embryonic stem cells and hematopoietic stem cell, which are often frozen in a mixture of 10% DMSO and 90% fetal calf serum. As part of an autologous bone marrow transplant the DMSO is re-infused along with the patient's own hematopoietic stem cell. Dimethyl sulfoxide is a by-product of wood pulping. One of the leading suppliers of DMSO is the Gaylord company in the USA. DMSO is frequently used as solvent in a number of chemical reactions. In particular it is an excellent reaction solvent for SN2 alkylations: it is possible to alkylate indoles with very high yields using potassium hydroxide as the base and a similar reaction also occurs with phenols. DMSO can be reacted with methyl iodide to form a sulfoxonium ion which can be reacted with sodium hydride to form a sulfur ylide. The methyl groups of DMSO are somewhat acidic in character (pKa=35) due to the stabilization of the resultant anions by the sulfoxide group.	C2H6OS		None	None	None	11.326	11.304	11.339	11.422	11.372	11.643	11.131	11.445	11.435	11.347	11.299	11.246	11.51	11.708	11.284	11.235	11.49	11.18	11.317	11.453	11.284	11.308	11.49	11.288	11.345	11.245	11.192	11.524	11.356	11.413	11.585	11.286	11.267	11.488	11.367	11.293	11.647	11.074	11.503	11.357	11.361	
77.03962129_MZ	Benzene	Un	1.0	None	None	None	None	Benzene is a toxic, volatile, flammable liquid hydrocarbon biproduct of coal distillation. Chronic benzene exposure produces hematotoxicity, bone marrow dysplasia (Displasia is a pre-neoplastic or pre-cancerous change). (PMID 16183116). It is used as an industrial solvent in paints, varnishes, lacquer thinners, gasoline, etc. Benzene causes central nervous system damage acutely and is carcinogenic. It was formerly used as parasiticide.	C6H6		None	None	None	12.52	12.444	11.165	12.483	12.483	12.628	13.245	12.887	10.803	12.359	11.996	11.009	12.542	12.567	12.389	12.292	13.083	12.671	12.393	12.937	12.342	11.187	12.328	12.511	12.441	12.057	11.219	12.245	11.433	11.244	12.588	12.163	12.187	12.833	12.408	10.849	12.973	11.183	12.538	11.235	10.804	
78.03521821_MZ	Pyridine	Un	1.0	None	None	None	None	Pyridine is a clear liquid with an odor that is sour, putrid, and fish-like. It is a relatively simple heterocyclic aromatic organic compound that is structurally related to benzene, with one CH group in the six-membered ring replaced by a nitrogen atom. Pyridine is obtained from crude coal tar or is synthesized from acetaldehyde, formaldehyde and ammonia. Pyridine is often used as a denaturant for antifreeze mixtures, for ethyl alcohol, for fungicides, and as a dyeing aid for textiles. It is a harmful substance if inhaled, ingested or absorbed through the skin. In particular, it is known to reduce male fertility and is considered carcinogenic. Common symptoms of acute exposure to pyridine include: headache, coughing, asthmatic breathing, laryngitis, nausea and vomiting. -- Wikipedia.	C5H5N		None	None	None	9.955	9.375	9.237	8.964	9.359	9.802	9.25	8.898	9.206	9.89	9.339	8.894	8.9	10.072	9.249	9.108	8.442	9.189	9.48	9.2	9.265	9.382	9.395	9.436	9.191	9.3	9.461	9.28	9.616	8.873	9.642	8.802	9.379	9.385	9.329	8.939	8.877	8.91	9.403	9.083	9.598	
83.05001724_MZ	3-Methyl-2-butenal	Un	1.0	None	None	None	None	3-Methyl-2-butenal is derivative of acrolein that is an alpha, beta unsaturated carbonyl metabolite. It can be formed endogenously during lipid peroxidation or after oxidative stress, and is considered to play an important role in human carcinogenesis. The endogenously formed acroleins are a constant source of DNA damage, can lead to mutation and can also induce tumors in humans. (PMID: 8319634). 3-methyl-2-butenal, which is an unsaturated aldehyde bearing substitution at the alkene terminus, is a poor inactivator of the enzymes protein tyrosine phosphatases (PTPs). The inactivation of PTPs can yield profound biological consequences arising from the disruption of cellular signaling pathways (PMID: 17655273).	C5H8O, Methyl propenyl ketone		None	None	None	11.887	12.069	11.616	12.208	12.328	11.966	11.942	11.986	11.741	12.006	11.98	12.024	11.585	12.094	12.067	11.897	12.113	11.365	11.723	11.641	11.951	11.858	11.865	12.018	11.899	12.15	11.79	12.204	12.045	11.84	11.989	11.622	11.927	11.417	11.827	11.536	11.71	11.909	11.945	11.68	11.9	
84.04546797_MZ	2-Pyrrolidinone	Un	1.0	None	None	None	None	2-Pyrrolidinone is a lactam cyclization product of gamma-aminobutyric acid (GABA). (PMID 10332870). Vigabatrin (VGB, an antiepileptic drug) increases human brain gamma-aminobutyric acid (GABA) and the related metabolites, including 2-pyrrolidinone. Patients taking VGB are expected to have an increase of these metabolites. (PMID 10403220, 10840398). 2-Pyrrolidone is an organic compound consisting of a five-membered lactam. It is a colorless liquid which is used in industrial settings as a high-boiling non-corrosive polar solvent for a wide variety of applications. It is miscible with a wide variety of other solvents including water, ethanol, diethyl ether, chloroform, benzene, ethyl acetate and carbon disulfide. -- Wikipedia.	C4H7NO		None	None	None	12.574	12.382	12.427	12.271	12.243	12.365	12.21	12.367	12.514	12.226	12.428	12.269	12.213	12.461	12.242	12.562	12.146	12.167	12.463	12.424	12.471	12.399	12.051	12.375	12.098	12.182	12.405	12.391	11.862	12.331	12.144	11.863	12.204	12.276	12.253	12.254	12.008	12.26	12.622	12.242	12.386	
85.02952458_MZ	Diacetyl	Un	1.0	None	None	None	None	Diacetyl is a natural by-product of secondary or malolactic fermentation. It is a vicinal diketone (two C=O groups, side-by-side) with the molecular formula C4H6O2. Carrier of aroma of butter, vinegar, coffee, and other foods. Beer sometimes undergoes a diacetyl rest, which entails waiting two or three days after fermentation is complete, to allow the yeast to absorb the diacetyl it produced earlier in the fermentation cycle. The makers of some wines, such as chardonnay, deliberately promote the production of diacetyl because of the feel and flavors it imparts.	C4H6O2, But-2-enoic acid, Oxolan-3-one		None	None	None	15.726	15.785	15.986	15.15	15.756	16.056	15.898	15.512	15.874	15.943	15.633	15.74	15.994	15.681	16.034	15.899	15.351	16.246	15.925	16.088	15.557	16.013	15.879	15.982	16.103	16.019	15.64	15.979	15.647	15.981	15.713	15.302	15.637	15.665	15.805	15.921	15.304	15.595	16.093	15.67	15.794	
85.06578237_MZ	Iso-Valeraldehyde	Un	1.0	None	None	None	None	iso-Valeraldehyde is an oxygenated (aldehyde) volatile organic compounds (VOC), normally found in humans, particularly in the gut. iso-Valeraldehyde is a leucine degradation product that has been found in elevated concentrations in some cases of hepatic encephalopathy, however not significantly. Fermentation of carbohydrates in the gut produces ethanoic, propionic, butanoic, pentanoic, and hexanoic acid acids, particularly by Bacteroides, although it is possible that some of the iso-Valeraldehyde is of dietetic origin. iso-Valeraldehyde has been found to be a normal component of the chemical profile of cheddar cheese, spirits (beer, rum, sake, wine). (PMID: 17314143, 18275147, 18175918, 16899660).	C5H10O		None	None	None	10.679	10.462	10.052	10.524	10.581	10.245	10.211	10.576	10.38	10.168	10.419	10.314	9.42	10.427	10.413	10.242	10.59	9.853	10.371	9.736	10.408	10.379	10.258	10.197	10.182	10.405	10.396	10.397	10.127	10.085	10.185	9.936	9.855	9.831	10.359	10.303	10.424	10.147	10.465	9.986	10.296	
86.02489067_MZ	2-Aminoacrylic acid	Un	1.0	None	None	None	None	Dehydroalanine (or (alpha)-(beta)-di-dehydroalanine) is an uncommon amino acid found in peptides of microbial origin (an unsaturated amino acid).	C3H5NO2		None	None	None	12.816	12.829	12.63	12.305	12.625	12.844	12.885	12.39	12.364	12.969	12.639	12.581	13.437	12.845	12.579	12.792	12.745	13.028	12.554	12.982	12.792	12.568	12.51	12.865	12.628	12.581	12.501	12.625	12.602	12.473	12.629	12.811	12.71	12.964	12.635	12.469	12.811	12.486	12.766	12.315	12.799	
87.00865528_MZ	Pyruvic acid	Un	1.0	None	None	None	None	Pyruvic acid is an intermediate compound in the metabolism of carbohydrates, proteins, and fats. In thiamine deficiency, its oxidation is retarded and it accumulates in the tissues, especially in nervous structures. (From Stedman, 26th ed.) Biological Source: Intermediate in primary metabolism including fermentation processes. Present in muscle in redox equilibrium with Lactic acid. A common constituent, as a chiral cyclic acetal linked to saccharide residues, of bacterial polysaccharides. Isolated from cane sugar fermentation broth and peppermint. Constituent of Bauhinia purpurea, Cicer arietinum (chickpea), Delonix regia, Pisum sativum (pea) and Trigonella caerulea (sweet trefoil) Use/Importance: Reagent for regeneration of carbonyl compdounds from semicarbazones, phenylhydrazones and oximes. Flavoring ingredient (Dictionary of Organic Compounds).	C3H4O3, Malonic semialdehyde		None	None	None	16.854	17.989	17.433	17.987	18.108	17.342	17.904	17.854	17.027	17.506	17.355	17.342	18.276	17.343	18.009	17.9	18.127	18.019	17.882	17.324	17.67	17.652	17.669	18.229	17.935	17.961	17.516	18.322	17.121	18.006	17.068	18.426	18.001	18.056	18.01	17.696	17.046	17.53	17.817	17.378	17.516	
87.04518183_MZ	Butyric acid	Un	1.0	None	None	None	None	Butyric acid, a four-carbon fatty acid, is formed in the human colon by bacterial fermentation of carbohydrates (including dietary fiber), and putatively suppresses colorectal cancer (CRC). Butyrate has diverse and apparently paradoxical effects on cellular proliferation, apoptosis and differentiation that may be either pro-neoplastic or anti-neoplastic, depending upon factors such as the level of exposure, availability of other metabolic substrate and the intracellular milieu. In humans, the relationship between luminal butyrate exposure and CRC has been examined only indirectly in case-control studies, by measuring fecal butyrate concentrations, although this may not accurately reflect effective butyrate exposure during carcinogenesis. Perhaps not surprisingly, results of these investigations have been mutually contradictory. The direct effect of butyrate on tumorigenesis has been assessed in a no. of in vivo animal models, which have also yielded conflicting results. In part, this may be explained by methodology: differences in the amount and route of butyrate administration, which are likely to significantly influence delivery of butyrate to the distal colon. (PMID: 16460475) Butyric acid is a carboxylic acid found in rancid butter, parmesan cheese, and vomit, and has an unpleasant odor and acrid taste, with a sweetish aftertaste (similar to ether). Butyric acid is a fatty acid occurring in the form of esters in animal fats and plant oils. Interestingly, low-molecular-weight esters of butyric acid, such as methyl butyrate, have mostly pleasant aromas or tastes. As a consequence, they find use as food and perfume additives. Butyrate is produced as end-product of a fermentation process solely performed by obligate anaerobic bacteria.	C4H8O2, Isobutyric acid		None	None	None	13.019	12.887	12.719	13.156	13.008	12.96	13.026	13.167	12.724	13.012	12.83	12.814	12.597	12.99	13.031	13.02	13.099	13.005	12.795	12.58	13.217	12.633	12.798	12.861	12.831	12.782	12.766	13.138	12.86	12.788	13.053	12.949	12.726	12.379	12.974	12.701	12.579	12.723	12.893	12.85	12.451	
88.04051410_MZ	L-Alanine	Un	1.0	None	None	None	None	Alanine is a nonessential amino acid made in the body from the conversion of the carbohydrate pyruvate or the breakdown of DNA and the dipeptides carnosine and anserine. It is highly concentrated in muscle and is one of the most important amino acids released by muscle, functioning as a major energy source. Plasma alanine is often decreased when the BCAA (Branched Chain Amino Acids) are deficient. This finding may relate to muscle metabolism. Alanine is highly concentrated in meat products and other high-protein foods like wheat germ and cottage cheese. Alanine is an important participant as well as regulator in glucose metabolism. Alanine levels parallel blood sugar levels in both diabetes and hypoglycemia, and alanine reduces both severe hypoglycemia and the ketosis of diabetes. It is an important amino acid for lymphocyte reproduction and immunity. Alanine therapy has helped dissolve kidney stones in experimental animals. Normal alanine metabolism, like that of other amino acids, is highly dependent upon enzymes that contain vitamin B6. Alanine, like GABA, taurine and glycine, is an inhibitory neurotransmitter in the brain. http://www.dcnutrition.com/AminoAcids/).	C3H7NO2, Beta-Alanine, Sarcosine		None	None	None	18.807	18.956	19.093	16.765	18.924	18.719	18.124	18.958	18.339	18.386	18.696	18.519	18.257	18.492	18.68	18.958	18.523	18.41	18.313	19.118	18.617	19.126	18.576	18.907	18.796	18.657	19.023	18.02	18.622	18.572	19.091	18.617	18.557	17.894	18.423	18.349	18.503	18.618	17.861	18.523	18.956	
