##########################################################################################################################################################################################################################
Database Name: EPFL_LISP_BXD_Liver_Polar_Metabolites_HFD_Jun14_Log2_**
GeneNetwork Accession Number: GN713
For more information regarding this data set please visit: http://www.genenetwork.org/webqtl/main.py?FormID=sharinginfo&GN_AccessionId=713

Z-Score.
In general, the array data that we enter in GeneNetwork have been log transformed and then z-score normalized, but instead of leaving the mean at 0 and the standard deviation of 1 unit,
the data is rescaled to a mean of 8 units with a standard deviation of 2 units (what we call 2Z + 8 normalized data).

Usage Conditions and Limitations:
Data sets that have been incorporated in the GeneNetwork belong to individuals, groups, and companies listed in the Status and Contacts page. 
Many data sets are still being generated and analyzed, and the data contributors have often agreed to remove protection and let other investigators view, share, and analyze data. 
We request that those of you analyzing these data and preparing publications do your best of acknowledge the original data sources. 
Please contact Robert W. Williams at rwilliams@uthsc.edu or by telephone at (901) 448-7050 if you have questions regarding the status of data and what group to acknowledge. 
If your work relies heavily on the GeneNetwork please consider acknowledging the grants that provide substantial support for this project (see bottom of all web pages). 
Please review the annotated References for relevant citations. For further details on use and citation of data in papers please read the section below on Academic, educational, and not-for-profit institutional use.

The Standard Disclaimers of Warranties.
The University of Tennessee (UT), its trustees, directors, officers, employees, and affiliates make no representation and extend no warranties of any kind,
either express or implied, including warranties of correctness, accuracy, fitness for a particular purpose, merchantability, validity of patent rights claims (issued or pending),
the absence of latent or other defects, whether or not discoverable. In no event shall UT or its trustees, directors, officers, employees, or affiliates be liable for incidental or consequential damages of any kind,
including economic damage or injury to property and lost profits, regardless of whether UT, its trustees, directors, officers, employees, and affiliates shall be advised, shall have other reason to know,
or in fact shall know of the possibility of the foregoing.

Disclaimer.
The data providers make no guarantees or warranties as to the accuracy or completeness of or results to be obtained from accessing and using information from The GeneNetwork.
We will not be liable to any user or anyone else for any inaccuracy, error or omission, regardless of cause, in the data contained in The GeneNetwork databases or any resulting damages.
In addition, the data providers do not warrant that the databases will meet your requirements, be uninterrupted, or error-free.
Data providers expressly exclude and disclaim all expressed and implied warranties of merchantability and fitness for a particular purpose.
Data providers shall not be responsible for any damage or loss of any kind arising out of or related to your use of the databases,including without limitation data loss or corruption, regardless of whether such liability is based in tort, contract, or otherwise.

##########################################################################################################################################################################################################################

ProbeSet	Gene Symbol	Chr	Mb	Gene Id	Strand Gene	Blat Mb Start	Blat Mb End	Description	Aliases	Blat Sequence	UniGeneId	OMIM	HomoloGeneID	C57BL/6J	DBA/2J	BXD68	BXD43	BXD44	BXD45	BXD48	BXD49	BXD50	BXD51	BXD55	BXD56	BXD61	BXD62	BXD63	BXD65	BXD66	BXD69	BXD70	BXD71	BXD73	BXD75	BXD79	BXD73a	BXD81	BXD83	BXD84	BXD85	BXD87	BXD89	BXD90	BXD48a	BXD98	BXD95	BXD99	BXD100	BXD101	BXD103	BXD97	
70.02977243_MZ	Acrylamide	Un	1.0	None	None	None	None	Acrylamide (ACR) is a chemical used in many industries around the world and more recently was found to form naturally in foods cooked at high temperatures. Acrylamide is a neurotoxicant, reproductive toxicant, and carcinogen in animal species. Only the neurotoxic effects have been observed in humans and only at high levels of exposure in occupational settings. The mechanism underlying neurotoxic effects of ACR may be basic to the other toxic effects seen in animals. This mechanism involves interference with the kinesin-related motor proteins in nerve cells or with fusion proteins in the formation of vesicles at the nerve terminus and eventual cell death. Neurotoxicity and resulting behavioral changes can affect reproductive performance of ACR-exposed laboratory animals with resulting decreased reproductive performance. Further, the kinesin motor proteins are important in sperm motility, which could alter reproduction parameters. Effects on kinesin proteins could also explain some of the genotoxic effects on ACR. These proteins form the spindle fibers in the nucleus that function in the separation of chromosomes during cell division. This could explain the clastogenic effects of the chemical noted in a number of tests for genotoxicity and assays for germ cell damage. Other mechanisms underlying ACR-induced carcinogenesis or nerve toxicity are likely related to an affinity for sulfhydryl groups on proteins. Binding of the sulfhydryl groups could inactive proteins/enzymes involved in DNA repair and other critical cell functions. Direct interaction with DNA may or may not be a major mechanism for cancer induction in animals. The DNA adducts that form do not correlate with tumor sites and ACR is mostly negative in gene mutation assays except at high doses that may not be achievable in the diet. All epidemiologic studies fail to show any increased risk of cancer from either high-level occupational exposure or the low levels found in the diet. In fact, two of the epidemiologic studies show a decrease in cancer of the large bowel. A number of risk assessment studies were performed to estimate increased cancer risk. The results of these studies are highly variable depending on the model. There is universal consensus among international food safety groups in all countries that examined the issue of ACR in the diet that not enough information is available at this time to make informed decisions on which to base any regulatory action. Too little is known about levels of this chemical in different foods and the potential risk from dietary exposure. Avoidance of foods containing ACR would result in worse health issues from an unbalanced diet or pathogens from under cooked foods. There is some consensus that low levels of ACR in the diet are not a concern for neurotoxicity or reproductive toxicity in humans, although further research is need to study the long-term, low-level cumulative effects on the nervous system. Any relationship to cancer risk from dietary exposure is hypothetical at this point and awaits more definitive studies. (PMID: 17492525).	C3H5NO		None	None	None	12.105	12.179	11.766	11.897	12.385	11.906	12.179	12.263	11.907	11.845	11.904	11.384	12.318	12.321	12.226	12.132	12.231	12.021	11.658	11.725	12.141	12.087	12.036	12.195	11.841	12.447	11.909	11.88	12.153	14.117	11.988	11.918	11.888	11.855	11.82	12.324	11.746	11.893	12.423	
71.01382126_MZ	Pyruvaldehyde	Un	1.0	None	None	None	None	Pyruvaldehyde is an organic compound used often as a reagent in organic synthesis, as a flavoring agent, and in tanning. It has been demonstrated as an intermediate in the metabolism of acetone and its derivatives in isolated cell preparations, in various culture media, and in vivo in certain animals.	C3H4O2, Malondialdehyde		None	None	None	16.909	16.977	16.859	16.76	17.025	16.981	17.064	17.193	16.895	16.847	17.001	17.097	16.961	17.23	16.831	16.638	17.006	17.051	17.01	16.833	17.05	17.09	16.848	17.258	17.007	17.169	17.052	16.966	16.703	17.056	17.128	16.885	16.695	16.902	17.099	16.92	16.509	16.938	16.543	
71.04981752_MZ	Butanal	Un	1.0	None	None	None	None	Butanal is an organic compound that is the aldehyde analog of butane. It is a colorless flammable liquid with an acrid smell. It is miscible with most organic solvents.(wikipedia). IN man, butanal is a biomarker for oxidative damage to lipids, proteins and DNA. (PubMed ID 15763951 ).	C4H8O, Butanone, tetrahydrofuran		None	None	None	11.185	10.927	11.744	11.426	11.473	11.365	10.89	11.659	11.17	11.174	11.519	11.319	11.315	11.403	11.123	10.899	11.646	11.05	10.825	11.559	11.156	11.272	11.6	11.616	12.045	11.418	11.375	11.495	11.396	11.08	11.48	10.549	11.81	11.332	11.059	11.598	11.602	11.233	11.699	
72.04493457_MZ	Aminoacetone	Un	1.0	None	None	None	None	Threonine dehydrogenase catalyzes the oxidation of threonine by NAD+ to glycine and acetyl-CoA, but when the ratio acetyl-CoA/CoA increases in nutritional deprivation (e.g., in diabetes) the enzyme produces aminoacetone (Chem. Res. Toxicol., 14 (9), 1323 -1329, 2001). Aminoacetone is thought to be a substrate for SSAO (semicarbazide-sensitive amine oxidase), leading to the production of the toxic product methylglyoxal (Journal of Chromatography B. Volume 824, Issues 1-2 , 25 September 2005, Pages 116-122 ).	C3H7NO, 3-Aminopropionaldehyde		None	None	None	11.909	11.743	11.86	12.014	11.769	11.769	11.707	11.767	11.891	11.681	12.137	11.375	11.856	11.936	11.855	11.811	11.903	11.71	11.743	11.842	12.191	12.118	11.881	11.708	11.732	11.918	11.514	11.86	12.164	11.705	11.812	11.557	12.228	11.745	11.904	11.674	11.961	12.298	11.247	
72.99314123_MZ	Glyoxylic acid	Un	1.0	None	None	None	None	Glyoxylic acid or oxoacetic acid is an organic compound that is both an aldehyde and a carboxylic acid. Glyoxylic acid is a liquid with a melting Point of -93 degree centigrade and a boiling Point of 111 degree centigrade. It is an intermediate of the glyoxylate cycle, which enables certain organisms to convert fatty acids into carbohydrates. The conjugate base of gloxylic acid is known as glyoxylate. This compound is an intermediate of the glyoxylate cycle, which enables organisms, such as bacteria, fungi and plants to convert fatty acids into carbohydrates. Glyoxylate is the byproduct of the amidation process in biosynthesis of several amidated peptides. The glyoxylate cycle is a metabolic pathway occurring in plants, and several microorganisms, such as E. coli and yeast. Recent research shows that it is present in vertebrates (including humans) and insects. The glyoxylate cycle allows these organisms to use fats for the synthesis of carbohydrates. [PMID: 16396466].	C2H2O3		None	None	None	13.848	13.953	13.837	13.79	13.913	13.773	13.965	14.128	13.647	13.749	13.926	14.035	13.962	14.023	13.833	13.122	13.764	13.821	13.769	13.665	13.93	14.128	13.674	14.138	13.78	14.054	13.708	13.635	13.709	13.968	13.944	13.748	13.527	13.792	14.005	13.679	13.573	13.89	13.589	
73.02946956_MZ	Propionic acid	Un	1.0	None	None	None	None	Propionic acid (PA) is widely used as an antifungal agent in food. It is present naturally at low levels in dairy products and occurs ubiquitously, together with other short-chain fatty acids (SCFA), in the gastro-intestinal tract of humans and other mammals as an end-product of the microbial digestion of carbohydrates. It has significant physiological activity in animals. PA is irritant but produces no acute systemic effects and has no demonstrable genotoxic potential. (PMID 1628870) Propionic aciduria is one of the most frequent organic acidurias, a disease that comprise many various disorders. The outcome of patients born with Propionic aciduria is poor intellectual development patterns, with 60% having an IQ less than 75 and requiring special education. Successful liver and/or renal transplantations, in a few patients, have resulted in better quality of life but have not necessarily prevented neurological and various visceral complications. These results emphasize the need for permanent metabolic follow-up whatever the therapeutic strategy. (PMID 15868474) Decreased early mortality, less severe symptoms at diagnosis, and more favorable short-term neurodevelopmental outcome were recorded in patients identified through expanded newborn screening. (PMID 16763906).	C3H6O2, Lactaldehyde, Hydroxyacetone, D-Lactaldehyde, 3-Hydroxypropanal		None	None	None	15.774	15.977	15.836	15.322	16.011	16.112	15.71	15.741	15.965	15.873	16.041	16.008	15.864	15.91	15.756	16.129	16.015	15.841	15.855	15.837	15.9	15.896	15.616	16.078	15.987	15.732	15.999	15.882	15.915	15.509	15.924	15.9	16.003	16.099	16.076	16.105	15.84	15.937	15.514	
73.06727298_MZ	1-Butanol	Un	1.0	None	None	None	None	1-Butanol, which is also known as n-butanol or 1-butanol or butyl alcohol (sometimes also called biobutanol when produced biologically), is an alcohol with a 4 carbon structure and the molecular formula of C4H10O. It is primarily used as a solvent, as an intermediate in chemical synthesis, and as a fuel. There are four isomeric structures for butanol. The straight chain isomer with the alcohol at an internal carbon is sec-butanol or 2-butanol. The branched isomer with the alcohol at a terminal carbon is isobutanol, and the branched isomer with the alcohol at the internal carbon is tert-butanol. 1-Butanol is produced in small amounts by gut microbial fermenetation through the butanoate metabolic pathway.	C4H10O, Isobutanol, 2-Butanol		None	None	None	10.844	10.84	10.585	10.954	10.554	10.882	10.452	10.487	10.786	10.954	10.81	10.878	10.755	10.544	10.818	10.88	11.075	10.626	10.823	10.787	10.656	10.598	10.47	10.877	10.65	10.743	10.823	10.785	10.747	10.776	10.577	10.721	10.536	10.826	11.029	11.087	11.23	11.079	11.317	
74.02469911_MZ	Glycine	Un	1.0	None	None	None	None	Glycine is a simple, nonessential amino acid, although experimental animals show reduced growth on low-glycine diets. The average adult ingests 3 to 5 grams of glycine daily. Glycine is involved in the body's production of DNA, phospholipids and collagen, and in release of energy. Glycine levels are effectively measured in plasma in both normal patients and those with inborn errors of glycine metabolism. (http://www.dcnutrition.com/AminoAcids/) Nonketotic hyperglycinaemia (OMIM 606899) is an autosomal recessive condition caused by deficient enzyme activity of the glycine cleavage enzyme system (EC 2.1.1.10). The glycine cleavage enzyme system comprises four proteins: P-, T-, H- and L-proteins (EC 1.4.4.2, EC 2.1.2.10 and EC 1.8.1.4 for P-, T- and L-proteins). Mutations have been described in the GLDC (OMIM 238300), AMT (OMIM 238310), and GCSH (OMIM 238330) genes encoding the P-, T-, and H-proteins respectively. The glycine cleavage system catalyses the oxidative conversion of glycine into carbon dioxide and ammonia, with the remaining one-carbon unit transferred to folate as methylenetetrahydrofolate. It is the main catabolic pathway for glycine and it also contributes to one-carbon metabolism. Patients with a deficiency of this enzyme system have increased glycine in plasma, urine and cerebrospinal fluid (CSF) with an increased CSF: plasma glycine ratio. (PMID 16151895).	C2H5NO2		None	None	None	16.764	16.13	15.837	15.917	15.889	16.328	16.229	16.434	15.482	15.042	15.621	15.031	15.837	15.241	16.794	16.452	15.768	16.058	16.69	14.544	15.774	16.086	15.779	15.784	15.287	16.323	16.453	15.489	15.926	16.485	16.193	16.35	14.877	15.496	15.319	16.122	15.733	15.044	15.267	
75.00881472_MZ	Glycolic acid	Un	1.0	None	None	None	None	Glycolic acid (or hydroxyacetic acid) is the smallest alpha-hydroxy acid (AHA). In its pure form, glycolic acid is a colorless crystalline solid. Due to its excellent capability to penetrate skin, glycolic acid finds applications in skin care products, most often as a chemical peel. Glycolic acid is also used for tattoo removal.	C2H4O3		None	None	None	13.387	13.607	13.541	13.814	13.284	13.729	13.127	13.354	13.449	13.686	13.608	13.748	13.771	13.656	13.0	13.327	13.21	13.303	13.367	13.758	13.493	13.488	13.277	13.487	13.69	13.17	13.178	13.636	13.986	13.226	13.118	13.214	13.751	13.568	13.926	13.528	13.239	13.653	13.209	
75.04456014_MZ	(S)-Propane-1,2-diol	Un	1.0	None	None	None	None	(S)-Propane-1,2-diol is a clear, colorless, viscous organic solvent and diluent used in pharmaceutical preparations.	C3H8O2		None	None	None	11.253	11.453	10.671	11.179	10.984	10.908	10.783	10.752	11.118	11.126	10.757	10.924	11.031	11.056	11.073	10.562	11.221	11.115	11.014	11.164	11.058	11.048	10.997	11.183	11.138	10.997	11.02	11.33	11.025	10.974	10.874	11.145	11.275	10.763	10.985	11.029	11.053	11.036	10.983	
77.00754023_MZ	Dimethyl sulfoxide	Un	1.0	None	None	None	None	Dimethyl sulfoxide (DMSO) is a key dipolar aprotic solvent. It is less toxic than other members of this class: dimethylformamide, dimethylacetamide, N-methyl-2-pyrrolidone, HMPA. Dimethyl sulfoxide is the chemical compound (CH3)2SO. This colorless liquid is an important dipolar aprotic solvent. It is readily miscible in a wide range of organic solvents as well as water. It has a distinctive property of penetrating the skin very readily, allowing the handler to taste it. Some describe it as an oyster-like taste, others claim it tastes like garlic. DMSO is also employed as a rinsing agent in the electronics industry and, in its deuterated form (DMSO-d6), is a useful solvent in NMR due to its ability to dissolve a wide range of chemical compounds and its minimal interference with the sample signals. In cryobiology DMSO has been used as a cryoprotectant and is still an important constituent of cryoprotectant vitrification mixtures used to preserve organs, tissues, and cell suspensions. It is particularly important in the freezing and long-term storage of embryonic stem cells and hematopoietic stem cell, which are often frozen in a mixture of 10% DMSO and 90% fetal calf serum. As part of an autologous bone marrow transplant the DMSO is re-infused along with the patient's own hematopoietic stem cell. Dimethyl sulfoxide is a by-product of wood pulping. One of the leading suppliers of DMSO is the Gaylord company in the USA. DMSO is frequently used as solvent in a number of chemical reactions. In particular it is an excellent reaction solvent for SN2 alkylations: it is possible to alkylate indoles with very high yields using potassium hydroxide as the base and a similar reaction also occurs with phenols. DMSO can be reacted with methyl iodide to form a sulfoxonium ion which can be reacted with sodium hydride to form a sulfur ylide. The methyl groups of DMSO are somewhat acidic in character (pKa=35) due to the stabilization of the resultant anions by the sulfoxide group.	C2H6OS		None	None	None	11.612	11.328	11.384	11.613	11.166	11.568	11.164	11.376	11.279	11.235	11.567	11.298	11.34	11.409	11.129	11.39	11.302	11.273	11.194	11.308	11.564	11.421	11.234	11.167	11.51	11.396	11.419	11.466	11.481	11.297	10.983	11.407	11.572	11.486	11.572	11.616	11.764	11.31	11.462	
77.03962129_MZ	Benzene	Un	1.0	None	None	None	None	Benzene is a toxic, volatile, flammable liquid hydrocarbon biproduct of coal distillation. Chronic benzene exposure produces hematotoxicity, bone marrow dysplasia (Displasia is a pre-neoplastic or pre-cancerous change). (PMID 16183116). It is used as an industrial solvent in paints, varnishes, lacquer thinners, gasoline, etc. Benzene causes central nervous system damage acutely and is carcinogenic. It was formerly used as parasiticide.	C6H6		None	None	None	12.551	12.605	12.91	12.215	12.12	12.758	12.895	12.949	12.064	12.108	11.915	11.129	12.385	12.729	12.131	12.984	12.66	12.741	12.046	11.187	11.852	12.914	12.097	12.747	11.167	12.553	12.96	11.137	12.421	13.068	12.133	12.643	10.946	12.088	11.256	12.606	12.02	10.674	11.888	
78.03521821_MZ	Pyridine	Un	1.0	None	None	None	None	Pyridine is a clear liquid with an odor that is sour, putrid, and fish-like. It is a relatively simple heterocyclic aromatic organic compound that is structurally related to benzene, with one CH group in the six-membered ring replaced by a nitrogen atom. Pyridine is obtained from crude coal tar or is synthesized from acetaldehyde, formaldehyde and ammonia. Pyridine is often used as a denaturant for antifreeze mixtures, for ethyl alcohol, for fungicides, and as a dyeing aid for textiles. It is a harmful substance if inhaled, ingested or absorbed through the skin. In particular, it is known to reduce male fertility and is considered carcinogenic. Common symptoms of acute exposure to pyridine include: headache, coughing, asthmatic breathing, laryngitis, nausea and vomiting. -- Wikipedia.	C5H5N		None	None	None	9.745	8.935	9.277	9.379	9.573	9.597	9.639	9.083	9.105	9.82	10.086	9.517	9.734	9.129	9.081	9.313	9.24	9.2	9.318	9.276	9.055	9.421	9.189	9.344	9.468	9.165	9.665	9.277	9.994	9.353	9.373	9.666	9.067	9.63	9.144	9.464	9.613	9.651	9.421	
83.05001724_MZ	3-Methyl-2-butenal	Un	1.0	None	None	None	None	3-Methyl-2-butenal is derivative of acrolein that is an alpha, beta unsaturated carbonyl metabolite. It can be formed endogenously during lipid peroxidation or after oxidative stress, and is considered to play an important role in human carcinogenesis. The endogenously formed acroleins are a constant source of DNA damage, can lead to mutation and can also induce tumors in humans. (PMID: 8319634). 3-methyl-2-butenal, which is an unsaturated aldehyde bearing substitution at the alkene terminus, is a poor inactivator of the enzymes protein tyrosine phosphatases (PTPs). The inactivation of PTPs can yield profound biological consequences arising from the disruption of cellular signaling pathways (PMID: 17655273).	C5H8O, Methyl propenyl ketone		None	None	None	11.747	11.793	12.263	11.967	11.693	11.806	11.761	11.831	11.836	11.692	12.057	11.43	11.826	11.917	11.317	11.244	11.579	11.911	11.506	11.673	11.677	11.723	11.717	11.882	11.584	11.652	11.578	11.313	11.982	11.188	11.324	11.583	11.669	11.771	11.529	11.654	11.82	11.618	11.665	
84.04546797_MZ	2-Pyrrolidinone	Un	1.0	None	None	None	None	2-Pyrrolidinone is a lactam cyclization product of gamma-aminobutyric acid (GABA). (PMID 10332870). Vigabatrin (VGB, an antiepileptic drug) increases human brain gamma-aminobutyric acid (GABA) and the related metabolites, including 2-pyrrolidinone. Patients taking VGB are expected to have an increase of these metabolites. (PMID 10403220, 10840398). 2-Pyrrolidone is an organic compound consisting of a five-membered lactam. It is a colorless liquid which is used in industrial settings as a high-boiling non-corrosive polar solvent for a wide variety of applications. It is miscible with a wide variety of other solvents including water, ethanol, diethyl ether, chloroform, benzene, ethyl acetate and carbon disulfide. -- Wikipedia.	C4H7NO		None	None	None	12.479	12.178	12.211	12.317	12.269	12.278	12.277	12.631	12.243	12.034	12.55	12.422	12.286	12.313	12.377	12.693	12.416	12.249	12.551	12.13	12.218	12.415	12.194	12.389	12.498	12.224	12.522	12.229	12.237	12.468	12.275	12.468	12.305	12.291	12.607	12.596	12.098	12.266	12.135	
85.02952458_MZ	Diacetyl	Un	1.0	None	None	None	None	Diacetyl is a natural by-product of secondary or malolactic fermentation. It is a vicinal diketone (two C=O groups, side-by-side) with the molecular formula C4H6O2. Carrier of aroma of butter, vinegar, coffee, and other foods. Beer sometimes undergoes a diacetyl rest, which entails waiting two or three days after fermentation is complete, to allow the yeast to absorb the diacetyl it produced earlier in the fermentation cycle. The makers of some wines, such as chardonnay, deliberately promote the production of diacetyl because of the feel and flavors it imparts.	C4H6O2, But-2-enoic acid, Oxolan-3-one		None	None	None	15.806	15.516	15.739	15.472	15.766	16.304	15.739	15.501	15.766	15.929	15.857	15.946	15.813	15.869	15.382	16.048	15.985	15.76	15.92	15.659	15.773	15.486	15.45	15.917	15.79	15.587	15.991	15.818	15.937	15.526	15.556	15.597	15.859	15.874	16.065	15.927	15.667	15.669	15.25	
85.06578237_MZ	Iso-Valeraldehyde	Un	1.0	None	None	None	None	iso-Valeraldehyde is an oxygenated (aldehyde) volatile organic compounds (VOC), normally found in humans, particularly in the gut. iso-Valeraldehyde is a leucine degradation product that has been found in elevated concentrations in some cases of hepatic encephalopathy, however not significantly. Fermentation of carbohydrates in the gut produces ethanoic, propionic, butanoic, pentanoic, and hexanoic acid acids, particularly by Bacteroides, although it is possible that some of the iso-Valeraldehyde is of dietetic origin. iso-Valeraldehyde has been found to be a normal component of the chemical profile of cheddar cheese, spirits (beer, rum, sake, wine). (PMID: 17314143, 18275147, 18175918, 16899660).	C5H10O		None	None	None	10.173	10.083	10.452	10.418	10.121	10.09	10.16	10.413	10.247	10.109	10.101	9.996	9.974	10.232	10.012	9.696	9.822	9.879	9.908	10.11	10.192	10.405	10.115	10.121	9.825	10.011	10.0	10.021	10.423	9.921	9.705	10.085	9.648	10.138	9.949	9.997	10.105	10.437	10.06	
86.02489067_MZ	2-Aminoacrylic acid	Un	1.0	None	None	None	None	Dehydroalanine (or (alpha)-(beta)-di-dehydroalanine) is an uncommon amino acid found in peptides of microbial origin (an unsaturated amino acid).	C3H5NO2		None	None	None	13.228	12.863	12.684	12.686	12.519	12.907	12.963	12.869	12.482	12.443	12.646	12.47	12.8	12.437	13.109	12.992	12.748	13.062	13.32	12.008	12.654	12.746	12.608	12.629	12.293	12.905	13.079	12.853	12.327	13.182	12.803	13.056	12.578	12.716	12.499	12.887	12.728	12.48	12.91	
87.00865528_MZ	Pyruvic acid	Un	1.0	None	None	None	None	Pyruvic acid is an intermediate compound in the metabolism of carbohydrates, proteins, and fats. In thiamine deficiency, its oxidation is retarded and it accumulates in the tissues, especially in nervous structures. (From Stedman, 26th ed.) Biological Source: Intermediate in primary metabolism including fermentation processes. Present in muscle in redox equilibrium with Lactic acid. A common constituent, as a chiral cyclic acetal linked to saccharide residues, of bacterial polysaccharides. Isolated from cane sugar fermentation broth and peppermint. Constituent of Bauhinia purpurea, Cicer arietinum (chickpea), Delonix regia, Pisum sativum (pea) and Trigonella caerulea (sweet trefoil) Use/Importance: Reagent for regeneration of carbonyl compdounds from semicarbazones, phenylhydrazones and oximes. Flavoring ingredient (Dictionary of Organic Compounds).	C3H4O3, Malonic semialdehyde		None	None	None	17.983	18.459	18.162	18.61	18.146	17.942	17.954	18.206	17.941	17.627	17.882	17.891	18.019	18.19	18.151	17.917	18.23	18.266	18.098	17.463	18.025	18.229	18.397	18.186	18.338	18.548	18.123	18.067	17.571	17.932	18.817	18.297	18.038	18.289	17.95	18.073	17.832	17.614	17.792	
87.04518183_MZ	Butyric acid	Un	1.0	None	None	None	None	Butyric acid, a four-carbon fatty acid, is formed in the human colon by bacterial fermentation of carbohydrates (including dietary fiber), and putatively suppresses colorectal cancer (CRC). Butyrate has diverse and apparently paradoxical effects on cellular proliferation, apoptosis and differentiation that may be either pro-neoplastic or anti-neoplastic, depending upon factors such as the level of exposure, availability of other metabolic substrate and the intracellular milieu. In humans, the relationship between luminal butyrate exposure and CRC has been examined only indirectly in case-control studies, by measuring fecal butyrate concentrations, although this may not accurately reflect effective butyrate exposure during carcinogenesis. Perhaps not surprisingly, results of these investigations have been mutually contradictory. The direct effect of butyrate on tumorigenesis has been assessed in a no. of in vivo animal models, which have also yielded conflicting results. In part, this may be explained by methodology: differences in the amount and route of butyrate administration, which are likely to significantly influence delivery of butyrate to the distal colon. (PMID: 16460475) Butyric acid is a carboxylic acid found in rancid butter, parmesan cheese, and vomit, and has an unpleasant odor and acrid taste, with a sweetish aftertaste (similar to ether). Butyric acid is a fatty acid occurring in the form of esters in animal fats and plant oils. Interestingly, low-molecular-weight esters of butyric acid, such as methyl butyrate, have mostly pleasant aromas or tastes. As a consequence, they find use as food and perfume additives. Butyrate is produced as end-product of a fermentation process solely performed by obligate anaerobic bacteria.	C4H8O2, Isobutyric acid		None	None	None	12.951	13.049	13.304	13.041	12.777	12.718	12.833	12.956	12.547	12.755	12.736	12.726	13.73	12.955	12.72	12.87	12.68	12.885	12.849	12.307	12.508	12.872	12.563	12.97	12.45	12.627	12.622	12.549	12.688	12.502	12.74	12.897	12.728	12.615	12.67	12.828	12.548	12.51	12.55	
88.04051410_MZ	L-Alanine	Un	1.0	None	None	None	None	Alanine is a nonessential amino acid made in the body from the conversion of the carbohydrate pyruvate or the breakdown of DNA and the dipeptides carnosine and anserine. It is highly concentrated in muscle and is one of the most important amino acids released by muscle, functioning as a major energy source. Plasma alanine is often decreased when the BCAA (Branched Chain Amino Acids) are deficient. This finding may relate to muscle metabolism. Alanine is highly concentrated in meat products and other high-protein foods like wheat germ and cottage cheese. Alanine is an important participant as well as regulator in glucose metabolism. Alanine levels parallel blood sugar levels in both diabetes and hypoglycemia, and alanine reduces both severe hypoglycemia and the ketosis of diabetes. It is an important amino acid for lymphocyte reproduction and immunity. Alanine therapy has helped dissolve kidney stones in experimental animals. Normal alanine metabolism, like that of other amino acids, is highly dependent upon enzymes that contain vitamin B6. Alanine, like GABA, taurine and glycine, is an inhibitory neurotransmitter in the brain. http://www.dcnutrition.com/AminoAcids/).	C3H7NO2, Beta-Alanine, Sarcosine		None	None	None	18.238	18.984	17.525	16.93	18.619	18.874	18.237	18.614	17.893	17.629	18.484	18.313	18.617	18.947	18.878	18.313	18.246	18.435	18.537	18.277	18.734	18.373	17.869	18.724	18.156	18.314	18.155	19.1	18.994	18.863	18.254	17.785	17.632	17.795	18.442	18.168	17.473	18.683	17.826	
88.98799573_MZ	Oxalic acid	Un	1.0	None	None	None	None	Oxalic acid is a strong dicarboxylic acid occurring in many plants and vegetables. It is produced in the body by metabolism of glyoxylic acid or ascorbic acid. It is not metabolized but excreted in the urine. It is used as an analytical reagent and general reducing agent. -- Pubchem; Oxalic acid (IUPAC name: ethanedioic acid, formula H2C2O4) is a dicarboxylic acid with structure (HOOC)-(COOH). Because of the joining of two carboxyl groups, this is one of the strongest organic acids. It is also a reducing agent. The anions of oxalic acid as well as its salts and esters are known as oxalates. -- Wikipedia; Bodily oxalic acid may also be synthesized via the metabolism of either glyoxylic acid or unused ascorbic acid (vitamin C), which is a serious health consideration for long term megadosers of vitamin C supplements. 80% of kidney stones are formed from calcium oxalate. Some Aspergillus species produce oxalic acid, which reacts with blood or tissue calcium to precipitate calcium oxalate. There is some preliminary evidence that the administration of probiotics can affect oxalic acid excretion rates (and presumably oxalic acid levels as well.) -- Wikipedia.	C2H2O4		None	None	None	11.373	11.08	11.666	11.381	11.297	11.301	11.481	11.972	11.349	11.412	11.315	11.092	11.439	11.325	10.807	10.481	11.046	11.391	11.429	11.636	11.534	11.546	11.643	11.859	11.847	11.096	10.805	11.228	11.916	11.286	9.924	10.894	11.108	11.327	11.299	11.4	11.58	11.768	11.643	
